fan_id,city,age_band,discovery_channel,months_since_discovery,monthly_streams,catalog_depth_pct,skip_rate,playlist_adds,saves_library,follows_socials,social_engagements_90d,on_mailing_list,email_open_rate,attended_show,shared_track,comments_dms,became_supporter,supporter_revenue_12m
F200228,Zurich,55+,Algorithmic radio,3.8,9,59.0,0.187,2,0,1,5,0,0.0,0,0,0,0,0.0
F200229,Hamburg,22-29,Algorithmic radio,4.2,6,15.0,0.293,3,0,0,0,1,0.5,1,0,3,1,75.05
F200230,Leipzig,16-21,Bandcamp browse,17.2,1,12.0,0.624,1,1,0,0,0,0.0,0,0,0,0,0.0
F200231,London,22-29,Friend shared,6.5,4,33.0,0.185,2,0,0,0,0,0.0,0,0,1,0,0.0
F200232,Other,22-29,Editorial playlist,4.7,5,40.0,0.384,0,1,0,0,0,0.0,0,0,0,0,0.0
F200233,Vienna,30-39,Friend shared,7.5,7,15.0,0.335,2,0,1,2,1,0.394,0,0,1,0,0.0
F200234,Dublin,30-39,Another artist's collab,2.3,3,1.0,0.424,0,0,0,0,0,0.0,0,0,0,0,0.0
F200235,Brussels,30-39,Editorial playlist,31.2,12,67.0,0.165,2,1,0,0,0,0.0,0,0,0,0,0.0
F200236,Manchester,40-54,Another artist's collab,7.4,6,35.0,0.386,1,0,0,0,1,0.399,0,0,0,0,0.0
F200237,Tallinn,16-21,Another artist's collab,4.1,2,1.0,0.725,0,0,0,0,0,0.0,0,1,0,0,0.0
F200238,Berlin,22-29,Friend shared,7.7,8,8.0,0.481,1,1,1,2,0,0.0,0,0,0,0,0.0
F200239,Hamburg,22-29,Algorithmic radio,0.6,9,29.0,0.359,0,1,0,0,1,0.628,0,0,2,0,0.0
F200240,Barcelona,30-39,Editorial playlist,2.9,1,1.0,0.623,0,0,0,0,0,0.0,0,0,0,0,0.0
F200241,Brussels,30-39,Editorial playlist,4.7,2,4.0,0.454,2,0,0,0,0,0.0,0,0,1,0,0.0
F200242,Amsterdam,40-54,Algorithmic radio,27.9,7,46.0,0.438,3,0,1,3,1,0.52,1,0,2,1,6.45
F200243,Warsaw,22-29,Short-form video,3.2,10,31.0,0.383,1,0,0,0,1,0.657,0,0,0,0,0.0
F200244,Vienna,40-54,Another artist's collab,7.6,4,26.0,0.459,1,1,0,0,0,0.0,0,0,0,0,0.0
F200245,Madrid,22-29,Editorial playlist,17.2,2,3.0,0.394,0,0,0,0,0,0.0,0,0,0,0,0.0
F200246,Vienna,16-21,Friend shared,10.3,1,1.0,0.324,0,0,0,0,0,0.0,0,0,0,0,0.0
F200247,London,40-54,Friend shared,3.4,2,1.0,0.553,0,0,0,0,0,0.0,0,0,0,0,0.0
F200248,London,22-29,Algorithmic radio,19.8,1,1.0,0.477,0,0,0,0,0,0.0,0,0,0,0,0.0
F200249,London,30-39,Friend shared,2.1,1,1.0,0.786,0,0,0,0,0,0.0,0,0,0,0,0.0
F200250,Copenhagen,22-29,Bandcamp browse,3.7,23,85.0,0.06,4,1,0,0,0,0.0,0,1,3,0,0.0
F200251,Madrid,22-29,Algorithmic radio,2.1,7,11.0,0.503,1,0,0,0,0,0.0,0,0,0,0,0.0
F200252,Manchester,22-29,Editorial playlist,0.6,13,17.0,0.471,2,0,0,0,0,0.0,0,0,0,0,0.0
F200253,Amsterdam,55+,Live show,2.9,22,63.0,0.212,2,1,0,0,1,0.499,0,1,2,1,22.85
F200254,Amsterdam,30-39,Editorial playlist,4.0,7,27.0,0.463,3,1,0,0,1,0.49,0,1,1,0,0.0
F200255,Riga,16-21,Another artist's collab,1.1,6,35.0,0.367,0,1,0,0,0,0.0,0,0,2,0,0.0
F200256,Barcelona,55+,Another artist's collab,2.9,6,35.0,0.291,1,0,1,6,0,0.0,0,0,0,0,0.0
F200257,Hamburg,22-29,Editorial playlist,16.7,30,79.0,0.249,6,1,1,11,0,0.0,0,0,3,1,79.39
F200258,Berlin,22-29,Friend shared,10.3,6,21.0,0.268,1,0,1,1,0,0.0,0,0,0,0,0.0
F200259,Vienna,40-54,Short-form video,15.2,2,1.0,0.564,0,0,0,0,0,0.0,0,0,0,1,65.85
F200260,Cologne,16-21,Friend shared,17.0,5,1.0,0.484,0,0,0,0,0,0.0,0,0,0,0,0.0
F200261,Barcelona,22-29,Friend shared,2.6,1,5.0,0.421,0,1,0,0,0,0.0,0,0,0,1,24.95
F200262,Paris,40-54,Another artist's collab,4.2,9,26.0,0.303,0,0,1,1,0,0.0,0,0,1,0,0.0
F200263,Leipzig,16-21,Editorial playlist,2.0,1,7.0,0.608,0,0,0,0,0,0.0,0,0,0,0,0.0
F200264,Milan,22-29,Friend shared,13.7,8,16.0,0.341,1,0,0,0,0,0.0,0,0,4,0,0.0
F200265,Cologne,16-21,Editorial playlist,13.4,8,23.0,0.356,1,0,1,3,0,0.0,0,1,1,0,0.0
F200266,Utrecht,22-29,Algorithmic radio,0.6,15,51.0,0.246,1,1,0,0,1,0.668,0,0,0,0,0.0
F200267,Cologne,30-39,Music blog / press,0.9,5,9.0,0.412,0,0,0,0,0,0.0,0,0,0,0,0.0
F200268,Leipzig,55+,Short-form video,0.5,17,34.0,0.259,1,0,0,0,0,0.0,0,0,2,0,0.0
F200269,Berlin,30-39,Friend shared,7.2,11,49.0,0.421,2,1,0,0,1,0.507,0,0,1,0,0.0
F200270,Berlin,22-29,Editorial playlist,25.2,6,55.0,0.452,1,1,1,1,0,0.0,0,0,1,0,0.0
F200271,Cologne,16-21,Music blog / press,22.4,2,1.0,0.592,0,0,0,0,0,0.0,0,0,0,0,0.0
F200272,Berlin,22-29,Algorithmic radio,8.2,2,1.0,0.7,0,0,0,0,0,0.0,0,0,0,0,0.0
F200273,Vienna,40-54,Friend shared,11.3,2,7.0,0.558,0,0,0,0,0,0.0,0,0,0,0,0.0
F200274,Stockholm,30-39,Editorial playlist,9.8,25,65.0,0.265,2,1,0,0,0,0.0,0,1,2,0,0.0
F200275,London,22-29,Friend shared,8.7,3,7.0,0.418,1,0,0,0,0,0.0,0,0,1,0,0.0
F200276,Paris,16-21,Friend shared,1.2,1,1.0,0.583,2,0,0,0,0,0.0,0,0,0,0,0.0
F200277,Glasgow,30-39,Algorithmic radio,15.5,4,23.0,0.527,0,0,0,0,0,0.0,0,0,1,0,0.0
F200278,Madrid,40-54,Friend shared,2.6,37,64.0,0.275,4,1,1,7,0,0.0,0,1,2,1,12.82
F200279,Madrid,30-39,Algorithmic radio,3.3,1,1.0,0.493,1,0,0,0,0,0.0,0,0,0,0,0.0
F200280,Berlin,30-39,Live show,9.6,1,1.0,0.466,1,0,0,0,0,0.0,0,0,0,0,0.0
F200281,Munich,30-39,Friend shared,20.3,11,40.0,0.379,2,1,1,3,0,0.0,1,0,0,1,62.65
F200282,Amsterdam,16-21,Music blog / press,4.7,8,52.0,0.315,1,1,0,0,1,0.31,0,0,0,0,0.0
F200283,Amsterdam,30-39,Editorial playlist,19.2,4,24.0,0.404,1,0,0,0,0,0.0,0,0,1,0,0.0
F200284,Prague,16-21,Editorial playlist,31.1,1,9.0,0.439,1,0,1,2,0,0.0,0,0,0,0,0.0
F200285,London,16-21,Editorial playlist,8.3,11,49.0,0.318,0,1,0,0,0,0.0,0,0,0,0,0.0
F200286,Berlin,16-21,Editorial playlist,3.4,1,1.0,0.621,0,0,1,0,0,0.0,0,0,0,0,0.0
F200287,London,30-39,Friend shared,2.9,5,35.0,0.34,0,0,1,1,0,0.0,0,1,0,0,0.0
F200288,Warsaw,55+,Editorial playlist,31.1,3,1.0,0.452,0,0,0,0,0,0.0,0,0,0,0,0.0
F200289,Hamburg,16-21,Editorial playlist,30.3,12,54.0,0.152,3,0,1,9,1,1.0,0,0,3,0,0.0
F200290,Barcelona,22-29,Algorithmic radio,7.1,14,63.0,0.289,5,1,0,0,0,0.0,0,1,1,0,0.0
F200291,Berlin,40-54,Friend shared,2.5,14,45.0,0.434,3,1,1,3,0,0.0,1,0,0,1,14.96
F200292,Milan,40-54,Short-form video,1.0,30,62.0,0.162,6,1,0,0,0,0.0,0,0,1,0,0.0
F200293,Hamburg,22-29,Algorithmic radio,17.2,31,97.0,0.225,4,0,1,16,1,1.0,1,0,3,0,0.0
F200294,Barcelona,30-39,Another artist's collab,2.8,8,54.0,0.353,0,0,0,0,1,0.44,0,0,1,1,8.34
F200295,Milan,16-21,Editorial playlist,32.7,5,45.0,0.253,1,1,0,0,0,0.0,0,0,0,0,0.0
F200296,Other,30-39,Friend shared,6.4,11,17.0,0.275,1,1,1,2,0,0.0,0,0,1,0,0.0
F200297,Brussels,30-39,Algorithmic radio,35.3,11,39.0,0.362,4,0,1,2,0,0.0,0,0,2,0,0.0
F200298,Tallinn,30-39,Short-form video,4.0,1,1.0,0.759,0,0,0,0,0,0.0,0,0,0,0,0.0
F200299,Copenhagen,16-21,Editorial playlist,1.7,6,20.0,0.282,0,0,0,0,0,0.0,0,1,0,0,0.0
F200300,Tallinn,22-29,Another artist's collab,2.5,0,1.0,0.364,0,0,0,0,0,0.0,0,0,0,0,0.0
F200301,Leipzig,16-21,Short-form video,36.0,7,40.0,0.356,0,0,0,0,0,0.0,0,0,0,0,0.0
F200302,Warsaw,16-21,Friend shared,7.1,9,46.0,0.513,1,1,0,0,0,0.0,0,0,0,0,0.0
F200303,Warsaw,40-54,Friend shared,6.3,7,36.0,0.453,0,0,0,0,0,0.0,0,0,1,0,0.0
F200304,Madrid,16-21,Algorithmic radio,26.5,3,3.0,0.487,1,1,0,0,0,0.0,0,0,0,0,0.0
F200305,Manchester,22-29,Editorial playlist,4.5,8,16.0,0.346,1,0,0,0,0,0.0,0,0,1,0,0.0
F200306,London,30-39,Bandcamp browse,2.8,23,84.0,0.213,2,1,1,7,1,0.694,0,0,4,1,76.89
F200307,Copenhagen,22-29,Short-form video,0.9,1,1.0,0.535,0,0,0,0,0,0.0,0,0,0,0,0.0
F200308,Rotterdam,22-29,Editorial playlist,3.5,43,100.0,0.01,5,1,0,0,1,1.0,1,1,5,1,10.5
F200309,Leipzig,16-21,Editorial playlist,19.9,25,74.0,0.147,5,0,1,11,0,0.0,1,1,4,0,0.0
F200310,Bristol,40-54,Algorithmic radio,13.4,3,40.0,0.444,3,0,0,0,0,0.0,0,0,0,0,0.0
F200311,London,55+,Short-form video,26.3,12,32.0,0.343,2,0,0,0,0,0.0,0,1,0,0,0.0
F200312,Amsterdam,22-29,Friend shared,32.5,1,23.0,0.353,0,0,0,0,0,0.0,0,1,0,1,28.67
F200313,London,22-29,Live show,1.9,5,42.0,0.43,1,1,0,0,0,0.0,0,1,0,1,10.71
F200314,London,30-39,Editorial playlist,14.0,0,29.0,0.418,0,0,0,0,0,0.0,0,1,0,0,0.0
F200315,Paris,30-39,Bandcamp browse,1.0,4,26.0,0.646,1,0,1,1,0,0.0,0,0,0,0,0.0
F200316,London,16-21,Editorial playlist,13.3,6,39.0,0.284,4,1,0,0,1,0.668,0,0,3,0,0.0
F200317,Stockholm,22-29,Algorithmic radio,1.2,3,8.0,0.549,1,1,0,0,0,0.0,0,0,0,0,0.0
F200318,Paris,16-21,Another artist's collab,3.4,7,45.0,0.498,6,0,1,6,0,0.0,0,0,1,0,0.0
F200319,Other,22-29,Short-form video,2.3,7,1.0,0.472,1,0,0,0,0,0.0,0,0,0,0,0.0
F200320,Milan,22-29,Friend shared,5.5,23,28.0,0.068,3,1,1,7,1,0.824,0,1,2,1,14.36
F200321,Bristol,22-29,Music blog / press,0.8,12,61.0,0.185,3,1,0,0,0,0.0,0,0,2,1,14.89
F200322,Paris,22-29,Editorial playlist,6.0,6,18.0,0.46,0,0,0,0,0,0.0,0,0,1,0,0.0
F200323,Warsaw,22-29,Editorial playlist,16.6,17,55.0,0.17,2,1,1,4,0,0.0,0,1,2,0,0.0
F200324,Madrid,16-21,Editorial playlist,13.1,18,27.0,0.35,0,0,0,0,0,0.0,1,0,0,0,0.0
F200325,Copenhagen,16-21,Algorithmic radio,28.3,12,53.0,0.338,2,1,1,2,0,0.0,0,1,3,1,31.75
F200326,Brussels,22-29,Short-form video,4.8,14,38.0,0.335,0,1,1,2,1,0.584,1,0,1,0,0.0
F200327,Warsaw,22-29,Friend shared,0.5,1,2.0,0.589,1,0,0,0,0,0.0,0,0,0,0,0.0
F200328,Zurich,22-29,Algorithmic radio,16.7,9,24.0,0.525,1,0,1,1,0,0.0,0,1,1,0,0.0
F200329,Utrecht,30-39,Short-form video,6.1,5,4.0,0.53,1,0,0,0,0,0.0,0,0,0,0,0.0
F200330,Riga,30-39,Algorithmic radio,22.8,27,55.0,0.175,2,0,1,4,1,0.81,0,1,1,0,0.0
F200331,Munich,40-54,Editorial playlist,0.5,0,1.0,0.492,2,0,0,0,0,0.0,0,0,0,0,0.0
F200332,Oslo,40-54,Algorithmic radio,6.6,16,50.0,0.237,1,0,0,0,0,0.0,0,0,0,0,0.0
F200333,Madrid,22-29,Short-form video,6.0,5,7.0,0.451,0,0,0,0,0,0.0,0,0,0,0,0.0
F200334,Leipzig,40-54,Friend shared,3.6,30,97.0,0.148,4,1,1,10,1,0.734,0,0,3,1,28.34
F200335,Vienna,40-54,Another artist's collab,23.6,11,41.0,0.402,0,1,1,1,0,0.0,0,0,0,0,0.0
F200336,Hamburg,22-29,Music blog / press,2.8,4,21.0,0.455,1,0,0,0,0,0.0,0,0,0,0,0.0
F200337,Helsinki,22-29,Short-form video,36.0,14,72.0,0.179,3,1,0,0,1,0.655,0,0,0,0,0.0
F200338,Hamburg,16-21,Short-form video,2.8,24,58.0,0.124,4,0,0,0,1,0.7,0,1,1,1,11.68
F200339,Dublin,40-54,Friend shared,24.3,9,41.0,0.263,3,0,1,4,0,0.0,0,0,0,0,0.0
F200340,Leipzig,22-29,Bandcamp browse,10.2,1,3.0,0.485,1,1,0,0,0,0.0,0,0,0,0,0.0
F200341,Other,22-29,Friend shared,34.6,3,1.0,0.533,0,0,0,0,0,0.0,0,0,0,0,0.0
F200342,Brussels,40-54,Algorithmic radio,0.9,4,1.0,0.579,1,0,0,0,0,0.0,0,0,1,0,0.0
F200343,Vienna,40-54,Editorial playlist,11.9,2,1.0,0.498,0,0,0,0,0,0.0,0,0,0,0,0.0
F200344,Tallinn,30-39,Short-form video,0.5,10,65.0,0.376,2,0,0,0,0,0.0,0,1,0,0,0.0
F200345,Brussels,22-29,Algorithmic radio,3.6,14,62.0,0.249,2,0,0,0,1,0.679,0,0,1,0,0.0
F200346,Other,22-29,Short-form video,17.8,2,1.0,0.467,1,0,0,0,0,0.0,0,0,0,0,0.0
F200347,Rotterdam,30-39,Another artist's collab,6.5,13,51.0,0.153,5,0,1,3,0,0.0,0,0,1,0,0.0
F200348,Prague,30-39,Algorithmic radio,16.6,5,11.0,0.299,0,0,0,0,0,0.0,1,0,0,0,0.0
F200349,Hamburg,22-29,Algorithmic radio,4.0,2,11.0,0.582,0,1,0,0,0,0.0,0,0,0,0,0.0
F200350,Vienna,30-39,Editorial playlist,32.8,10,53.0,0.312,2,1,0,0,0,0.0,0,0,1,0,0.0
F200351,Cologne,16-21,Friend shared,9.8,2,21.0,0.461,0,0,0,0,0,0.0,0,0,0,0,0.0
F200352,Prague,22-29,Live show,14.0,3,1.0,0.612,1,0,0,0,0,0.0,0,0,0,0,0.0
F200353,Prague,22-29,Algorithmic radio,5.6,2,20.0,0.511,0,1,0,0,0,0.0,0,0,0,0,0.0
F200354,Manchester,55+,Friend shared,3.1,2,1.0,0.595,0,0,0,0,0,0.0,0,0,0,0,0.0
F200355,Warsaw,22-29,Friend shared,3.7,2,1.0,0.707,1,0,0,0,0,0.0,0,0,0,0,0.0
F200356,Vilnius,22-29,Algorithmic radio,1.4,1,4.0,0.461,1,0,0,0,0,0.0,0,0,0,0,0.0
F200357,Brussels,16-21,Editorial playlist,4.1,8,32.0,0.383,0,1,0,0,1,0.591,0,0,0,0,0.0
F200358,Glasgow,55+,Editorial playlist,7.2,1,14.0,0.327,0,0,0,0,0,0.0,0,0,0,0,0.0
F200359,Vienna,55+,Short-form video,26.1,4,28.0,0.385,1,0,0,0,0,0.0,0,0,0,0,0.0
F200360,Dublin,30-39,Algorithmic radio,5.6,10,52.0,0.273,0,1,1,4,0,0.0,0,0,0,0,0.0
F200361,Leipzig,22-29,Editorial playlist,2.3,9,34.0,0.429,2,1,0,0,0,0.0,1,1,1,0,0.0
F200362,Leipzig,30-39,Algorithmic radio,1.7,5,42.0,0.473,1,0,0,0,0,0.0,0,0,1,0,0.0
F200363,Hamburg,30-39,Live show,7.8,14,49.0,0.249,1,0,1,3,0,0.0,0,0,1,0,0.0
F200364,Copenhagen,16-21,Short-form video,0.5,14,29.0,0.153,1,1,1,5,0,0.0,1,0,0,0,0.0
F200365,London,16-21,Algorithmic radio,0.9,1,1.0,0.707,1,0,0,0,0,0.0,0,0,0,0,0.0
F200366,Tallinn,22-29,Friend shared,8.6,27,86.0,0.119,2,1,0,0,0,0.0,0,0,1,1,57.36
F200367,Stockholm,22-29,Short-form video,10.6,21,58.0,0.288,2,1,0,0,0,0.0,0,0,2,0,0.0
F200368,Paris,22-29,Music blog / press,2.5,6,53.0,0.466,1,1,1,1,0,0.0,0,0,2,0,0.0
F200369,Lisbon,22-29,Live show,1.9,4,6.0,0.538,0,0,0,0,0,0.0,0,0,0,0,0.0
F200370,Vilnius,30-39,Live show,5.1,10,49.0,0.218,1,0,1,8,0,0.0,0,1,0,1,52.34
F200371,Rotterdam,30-39,Editorial playlist,4.2,2,1.0,0.536,1,1,0,0,0,0.0,0,0,0,0,0.0
F200372,London,40-54,Algorithmic radio,9.1,2,30.0,0.51,0,0,0,0,0,0.0,0,0,0,0,0.0
F200373,Paris,22-29,Music blog / press,22.1,4,27.0,0.273,0,0,0,0,0,0.0,0,0,0,0,0.0
F200374,Cologne,22-29,Editorial playlist,7.7,20,52.0,0.118,2,0,1,9,1,0.648,0,0,0,1,75.44
F200375,Cologne,16-21,Algorithmic radio,16.6,19,73.0,0.27,3,0,1,4,0,0.0,0,1,1,0,0.0
F200376,Dublin,30-39,Live show,9.6,18,80.0,0.181,1,1,0,0,1,0.814,0,0,3,0,0.0
F200377,London,16-21,Bandcamp browse,0.9,6,7.0,0.31,1,0,0,0,0,0.0,0,0,1,0,0.0
F200378,London,40-54,Editorial playlist,0.7,5,5.0,0.338,0,1,0,0,0,0.0,0,0,0,0,0.0
F200379,Riga,22-29,Music blog / press,1.2,4,34.0,0.384,1,0,1,2,0,0.0,0,0,0,1,85.34
F200380,Krakow,30-39,Editorial playlist,4.0,3,10.0,0.425,1,1,0,0,0,0.0,0,0,0,0,0.0
F200381,Dublin,22-29,Music blog / press,12.9,6,20.0,0.387,3,0,0,0,0,0.0,0,0,0,0,0.0
F200382,Tallinn,16-21,Music blog / press,4.4,3,25.0,0.264,2,0,0,0,0,0.0,0,0,0,0,0.0
F200383,Bristol,30-39,Short-form video,3.8,19,66.0,0.357,4,0,0,0,0,0.0,0,1,2,0,0.0
F200384,London,22-29,Bandcamp browse,0.7,10,17.0,0.192,0,0,0,0,0,0.0,0,0,0,1,31.22
F200385,Other,22-29,Another artist's collab,8.2,8,55.0,0.423,2,0,0,0,0,0.0,0,0,1,1,10.7
F200386,Helsinki,30-39,Bandcamp browse,0.5,10,38.0,0.458,2,1,1,3,0,0.0,0,0,0,0,0.0
F200387,Other,22-29,Friend shared,24.3,33,90.0,0.103,3,1,1,12,0,0.0,0,1,1,0,0.0
F200388,Leipzig,30-39,Friend shared,1.0,8,20.0,0.365,4,1,0,0,0,0.0,1,0,0,1,50.24
F200389,Madrid,30-39,Editorial playlist,4.9,5,1.0,0.432,1,0,0,0,0,0.0,0,0,2,0,0.0
F200390,Copenhagen,55+,Editorial playlist,5.3,3,10.0,0.637,1,0,1,0,0,0.0,0,0,0,0,0.0
F200391,Leipzig,30-39,Live show,14.9,3,1.0,0.435,0,0,0,0,0,0.0,0,0,0,0,0.0
F200392,Prague,16-21,Editorial playlist,23.5,7,22.0,0.452,1,1,0,0,0,0.0,0,0,0,0,0.0
F200393,Stockholm,30-39,Another artist's collab,1.8,4,21.0,0.388,1,1,0,0,0,0.0,0,0,2,0,0.0
F200394,Berlin,30-39,Editorial playlist,33.2,5,25.0,0.379,1,1,0,0,0,0.0,0,0,0,0,0.0
F200395,Manchester,16-21,Editorial playlist,4.0,10,48.0,0.367,1,1,0,0,0,0.0,0,1,2,0,0.0
F200396,Barcelona,30-39,Editorial playlist,16.2,7,1.0,0.439,0,0,0,0,0,0.0,0,0,2,0,0.0
F200397,Paris,22-29,Editorial playlist,1.0,5,30.0,0.326,4,1,0,0,0,0.0,0,0,1,0,0.0
F200398,Manchester,30-39,Editorial playlist,6.5,6,49.0,0.251,1,1,0,0,0,0.0,0,0,1,0,0.0
F200399,London,22-29,Friend shared,5.8,0,1.0,0.513,0,0,0,0,0,0.0,0,0,0,0,0.0
F200400,Paris,16-21,Algorithmic radio,10.3,8,15.0,0.335,0,0,0,0,0,0.0,0,0,1,0,0.0
F200401,Milan,22-29,Short-form video,6.5,17,57.0,0.135,4,0,1,3,0,0.0,0,0,3,0,0.0
F200402,Tallinn,22-29,Algorithmic radio,11.7,13,35.0,0.438,3,0,1,2,0,0.0,0,0,0,0,0.0
F200403,Hamburg,55+,Short-form video,1.0,4,4.0,0.378,1,0,0,0,0,0.0,0,0,0,0,0.0
F200404,Other,30-39,Short-form video,12.6,12,50.0,0.353,1,0,0,0,0,0.0,0,0,0,0,0.0
F200405,Lisbon,16-21,Editorial playlist,5.2,9,8.0,0.453,1,0,1,0,0,0.0,0,0,0,0,0.0
F200406,Utrecht,22-29,Editorial playlist,21.6,13,39.0,0.286,0,1,0,0,0,0.0,0,1,1,0,0.0
F200407,Barcelona,40-54,Music blog / press,22.1,8,34.0,0.339,3,0,0,0,0,0.0,0,1,0,0,0.0
F200408,Hamburg,30-39,Short-form video,7.1,24,62.0,0.126,4,1,1,2,0,0.0,0,1,0,0,0.0
F200409,Other,22-29,Editorial playlist,6.5,3,18.0,0.368,2,0,0,0,0,0.0,0,0,0,0,0.0
F200410,Stockholm,22-29,Live show,4.8,6,46.0,0.367,2,0,1,0,0,0.0,0,0,3,0,0.0
F200411,Copenhagen,22-29,Algorithmic radio,2.9,4,42.0,0.495,0,0,0,0,0,0.0,0,0,2,0,0.0
F200412,Hamburg,22-29,Editorial playlist,6.0,2,17.0,0.422,1,1,1,0,0,0.0,0,0,0,0,0.0
F200413,Lisbon,16-21,Editorial playlist,14.8,4,19.0,0.403,1,0,0,0,0,0.0,0,0,0,0,0.0
F200414,Berlin,30-39,Short-form video,12.4,8,62.0,0.212,1,1,0,0,0,0.0,1,0,2,0,0.0
F200415,Amsterdam,22-29,Algorithmic radio,13.2,6,8.0,0.315,4,1,0,0,0,0.0,0,0,2,0,0.0
F200416,Leipzig,22-29,Friend shared,9.4,7,23.0,0.338,2,0,0,0,0,0.0,0,0,0,0,0.0
F200417,Tallinn,40-54,Editorial playlist,6.1,9,38.0,0.3,4,0,1,5,0,0.0,0,1,1,0,0.0
F200418,Munich,22-29,Editorial playlist,1.8,19,69.0,0.3,1,0,0,0,0,0.0,0,0,2,0,0.0
F200419,Milan,22-29,Editorial playlist,8.5,47,85.0,0.01,1,0,1,13,0,0.0,1,0,3,0,0.0
F200420,Copenhagen,22-29,Friend shared,1.6,5,16.0,0.478,2,0,0,0,0,0.0,0,0,0,0,0.0
F200421,Berlin,22-29,Music blog / press,2.7,10,37.0,0.216,1,1,0,0,0,0.0,1,0,0,0,0.0
F200422,Berlin,30-39,Short-form video,17.3,14,54.0,0.251,2,1,1,3,0,0.0,0,1,3,0,0.0
F200423,Berlin,30-39,Editorial playlist,11.7,6,22.0,0.492,2,0,1,2,0,0.0,0,1,0,0,0.0
F200424,Vienna,22-29,Editorial playlist,13.9,3,31.0,0.417,1,0,0,0,0,0.0,0,0,0,0,0.0
F200425,Brussels,22-29,Editorial playlist,1.2,19,66.0,0.253,3,1,0,0,0,0.0,1,0,3,0,0.0
F200426,Amsterdam,22-29,Music blog / press,0.5,2,22.0,0.42,0,1,0,0,0,0.0,0,0,0,0,0.0
F200427,Madrid,40-54,Friend shared,2.0,8,33.0,0.247,2,1,0,0,0,0.0,1,0,0,1,12.11
F200428,Berlin,22-29,Short-form video,5.3,6,11.0,0.306,1,0,0,0,0,0.0,0,0,0,0,0.0
F200429,Brussels,30-39,Algorithmic radio,4.2,7,21.0,0.407,1,1,0,0,0,0.0,0,1,0,0,0.0
F200430,Dublin,40-54,Friend shared,23.8,3,8.0,0.466,2,0,0,0,0,0.0,0,0,0,0,0.0
F200431,Tallinn,22-29,Friend shared,2.1,4,14.0,0.498,2,0,0,0,0,0.0,0,0,1,0,0.0
F200432,Oslo,30-39,Live show,32.5,2,1.0,0.595,0,0,0,0,0,0.0,0,0,1,0,0.0
F200433,Barcelona,30-39,Friend shared,0.9,53,80.0,0.147,7,1,1,16,1,0.745,0,0,3,1,34.65
F200434,Berlin,16-21,Editorial playlist,17.0,2,1.0,0.491,0,0,0,0,0,0.0,0,0,0,0,0.0
F200435,Munich,55+,Algorithmic radio,2.1,19,51.0,0.269,1,1,1,2,0,0.0,0,0,0,0,0.0
F200436,Leipzig,30-39,Another artist's collab,1.3,4,16.0,0.389,0,0,0,0,0,0.0,0,0,1,0,0.0
F200437,Glasgow,22-29,Algorithmic radio,2.3,4,1.0,0.73,0,0,0,0,0,0.0,0,0,0,0,0.0
F200438,Riga,30-39,Short-form video,6.7,9,48.0,0.559,3,0,1,3,0,0.0,1,0,0,1,5.87
F200439,Zurich,22-29,Another artist's collab,5.4,39,94.0,0.206,8,1,1,14,0,0.0,1,0,3,1,9.9
F200440,Madrid,22-29,Friend shared,25.5,4,13.0,0.578,2,0,0,0,0,0.0,0,0,0,0,0.0
F200441,Cologne,40-54,Friend shared,1.5,24,72.0,0.226,0,1,1,15,0,0.0,0,0,1,1,5.0
F200442,Riga,30-39,Editorial playlist,7.3,38,72.0,0.152,5,0,1,4,0,0.0,0,0,1,0,0.0
F200443,Munich,22-29,Short-form video,5.0,2,12.0,0.528,0,1,0,0,0,0.0,0,0,0,0,0.0
F200444,Rotterdam,40-54,Bandcamp browse,10.6,2,1.0,0.476,0,0,0,0,0,0.0,0,0,0,0,0.0
F200445,Helsinki,22-29,Another artist's collab,14.1,6,1.0,0.479,1,1,0,0,0,0.0,0,0,0,0,0.0
F200446,Other,16-21,Editorial playlist,1.0,11,65.0,0.251,2,1,0,0,1,0.683,0,0,1,1,13.66
F200447,Vienna,16-21,Bandcamp browse,12.0,2,1.0,0.674,1,0,0,0,0,0.0,0,0,0,0,0.0
F200448,Berlin,40-54,Algorithmic radio,4.4,10,40.0,0.269,5,0,1,8,0,0.0,0,1,1,0,0.0
F200449,Vienna,22-29,Friend shared,2.8,4,18.0,0.411,1,0,0,0,0,0.0,0,0,0,0,0.0
F200450,Berlin,22-29,Editorial playlist,7.2,4,8.0,0.39,0,1,0,0,0,0.0,0,0,0,0,0.0
F200451,Lisbon,22-29,Algorithmic radio,4.6,4,37.0,0.455,0,0,0,0,0,0.0,0,0,0,0,0.0
F200452,Helsinki,30-39,Friend shared,9.7,6,17.0,0.397,1,0,0,0,0,0.0,0,0,0,0,0.0
F200453,Cologne,22-29,Friend shared,1.6,5,20.0,0.441,2,1,0,0,0,0.0,0,1,0,0,0.0
F200454,Hamburg,40-54,Another artist's collab,1.7,16,63.0,0.077,2,1,1,11,1,0.529,0,0,1,0,0.0
F200455,Munich,22-29,Algorithmic radio,11.0,7,2.0,0.567,1,1,0,0,0,0.0,0,0,1,1,12.78
F200456,Other,16-21,Music blog / press,4.8,6,54.0,0.197,1,0,1,1,0,0.0,0,0,1,1,111.35
F200457,Manchester,55+,Friend shared,5.3,11,21.0,0.282,1,0,0,0,0,0.0,0,1,2,1,9.81
